Index,Image_ID,Breed,Chest_Girth_cm,Semi_Depth_A_cm,Semi_Width_B_cm,Back_Length_cm,Height_cm,Recommended_Size,Fit_Ratio,Verdict,Stage1_3D_Mesh,Stage2_Depth,Stage3_Mask,Stage4_VTON
272,labrador_labrador_retriever_standing_side_profile_bing_00032,Labrador Retriever,92.4,14.7,14.7,48.1,59.1,L,1.074,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00032_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00032_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00032_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00032_stage4_vton_L.png
273,labrador_labrador_retriever_standing_side_profile_bing_00033,Labrador Retriever,97.3,16.7,14.2,50.9,73.3,XL,0.983,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00033_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00033_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00033_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00033_stage4_vton_XL.png
274,labrador_labrador_retriever_standing_side_profile_bing_00034,Labrador Retriever,99.2,16.2,15.4,60.5,71.9,XL,1.002,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00034_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00034_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00034_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00034_stage4_vton_XL.png
275,labrador_labrador_retriever_standing_side_profile_bing_00035,Labrador Retriever,90.0,14.4,14.2,54.1,67.6,L,1.047,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00035_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00035_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00035_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00035_stage4_vton_L.png
276,labrador_labrador_retriever_standing_side_profile_bing_00036,Labrador Retriever,86.3,14.3,13.2,55.3,81.5,L,1.003,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00036_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00036_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00036_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00036_stage4_vton_L.png
277,labrador_labrador_retriever_standing_side_profile_bing_00037,Labrador Retriever,91.7,14.9,14.2,33.1,65.3,L,1.066,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00037_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00037_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00037_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00037_stage4_vton_L.png
278,labrador_labrador_retriever_standing_side_profile_bing_00038,Labrador Retriever,94.1,15.6,14.3,59.5,76.7,XL,0.951,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00038_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00038_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00038_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00038_stage4_vton_XL.png
279,labrador_labrador_retriever_standing_side_profile_bing_00039,Labrador Retriever,89.4,14.3,14.2,58.8,69.2,L,1.04,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00039_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00039_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00039_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00039_stage4_vton_L.png
280,labrador_labrador_retriever_standing_side_profile_bing_00040,Labrador Retriever,94.6,15.3,14.8,62.0,81.0,XL,0.956,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00040_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00040_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00040_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00040_stage4_vton_XL.png
281,labrador_labrador_retriever_standing_side_profile_bing_00041,Labrador Retriever,109.8,18.3,16.7,53.1,75.2,XL,1.109,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00041_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00041_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00041_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00041_stage4_vton_XL.png
282,labrador_labrador_retriever_standing_side_profile_bing_00042,Labrador Retriever,87.6,14.5,13.4,63.1,85.6,L,1.019,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00042_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00042_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00042_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00042_stage4_vton_L.png
283,labrador_labrador_retriever_standing_side_profile_bing_00043,Labrador Retriever,91.4,14.7,14.4,59.2,78.6,L,1.063,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00043_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00043_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00043_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00043_stage4_vton_L.png
284,labrador_labrador_retriever_standing_side_profile_bing_00044,Labrador Retriever,83.5,13.9,12.7,53.9,75.3,L,0.971,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00044_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00044_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00044_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00044_stage4_vton_L.png
285,labrador_labrador_retriever_standing_side_profile_bing_00045,Labrador Retriever,92.7,15.1,14.4,60.4,83.7,XL,0.936,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00045_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00045_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00045_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00045_stage4_vton_XL.png
286,labrador_labrador_retriever_standing_side_profile_bing_00046,Labrador Retriever,99.6,16.0,15.7,49.6,67.4,XL,1.006,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00046_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00046_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00046_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00046_stage4_vton_XL.png
287,labrador_labrador_retriever_standing_side_profile_bing_00047,Labrador Retriever,87.4,14.1,13.7,65.5,60.6,L,1.016,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00047_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00047_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00047_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00047_stage4_vton_L.png
288,labrador_labrador_retriever_standing_side_profile_bing_00048,Labrador Retriever,88.1,14.6,13.5,59.5,81.2,L,1.024,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00048_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00048_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00048_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00048_stage4_vton_L.png
289,labrador_labrador_retriever_standing_side_profile_bing_00049,Labrador Retriever,84.3,13.9,13.0,60.8,81.2,L,0.98,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00049_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00049_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00049_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00049_stage4_vton_L.png
290,labrador_labrador_retriever_standing_side_profile_bing_00050,Labrador Retriever,90.0,14.6,14.0,56.0,76.5,L,1.047,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00050_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00050_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00050_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00050_stage4_vton_L.png
291,labrador_labrador_retriever_standing_side_profile_bing_00051,Labrador Retriever,133.1,26.7,14.8,47.2,69.4,XL,1.344,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00051_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00051_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00051_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00051_stage4_vton_XL.png
292,labrador_labrador_retriever_standing_side_profile_bing_00052,Labrador Retriever,78.0,12.8,12.0,50.3,62.7,M,1.04,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00052_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00052_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00052_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00052_stage4_vton_M.png
293,labrador_labrador_retriever_standing_side_profile_bing_00053,Labrador Retriever,90.5,14.4,14.4,57.1,76.1,L,1.052,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00053_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00053_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00053_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00053_stage4_vton_L.png
294,labrador_labrador_retriever_standing_side_profile_bing_00054,Labrador Retriever,108.7,17.3,17.3,44.9,58.0,XL,1.098,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00054_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00054_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00054_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00054_stage4_vton_XL.png
295,labrador_labrador_retriever_standing_side_profile_bing_00055,Labrador Retriever,95.9,15.3,15.2,61.1,81.5,XL,0.969,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00055_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00055_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00055_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00055_stage4_vton_XL.png
296,labrador_labrador_retriever_standing_side_profile_bing_00056,Labrador Retriever,92.5,15.4,14.0,94.8,83.3,L,1.076,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00056_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00056_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00056_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00056_stage4_vton_L.png
297,labrador_labrador_retriever_standing_side_profile_bing_00057,Labrador Retriever,92.7,15.1,14.4,60.9,70.1,XL,0.936,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00057_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00057_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00057_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00057_stage4_vton_XL.png
298,labrador_labrador_retriever_standing_side_profile_bing_00058,Labrador Retriever,91.1,15.5,13.5,51.2,67.9,L,1.059,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00058_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00058_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00058_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00058_stage4_vton_L.png
